topic,title,text,date,author,source,channel,language
cryptography,"Re: Moxie on Web3. On decentralization, servers, and cryptography","Respected cryptographer Moxie Marlinspike has written up some thoughts on Ethereum and the modern ‘crypto’ ecosystem. Although I was involved in Bitcoin right at the beginning, I’ve never been…",2022-01-09T06:31:23Z,Mike Hearn,newsApi,Plan99.net,english
cryptography,Market Applications of Blockchain with a Focus on Government and Public Sector,Blockchain is a secured distributed ledger technology that stores data on thousands of servers. Blockchain visibility lets anyone on the network see everyone’s entries in real-time. The security protections are applied through cryptography and a network-wide …,2022-01-07T13:01:01Z,Doruk Sardag,newsApi,ReadWrite,english
cryptography,The Cryptography of Orphan Annie and Captain Midnight,Comments,2022-01-05T18:55:21Z,,newsApi,Mattblaze.org,english
cryptography,Will blockchain fulfil its democratic promise or will it become a tool of big tech? | John Naughton,"Engineers are focused on reducing its carbon footprint, ignoring the governance issues raised by the technologyWhen the cryptocurrency bitcoin first made its appearance in 2009, an interesting divergence of opinions about it rapidly emerged. Journalists tende…",2022-01-15T16:00:27Z,John Naughton,newsApi,The Guardian,english
cryptography,The Free Software Foundation Recommends Last-Minute Gift Ideas,"""Do you need a last-minute gift these upcoming holidays,"" asks the Free Software Foundation, ""one that will keep on giving for the rest of the year? 

""Free your own digital life and the ones of those you love by opting to give them a gift that will raise the…",2021-12-25T15:34:00Z,EditorDavid,newsApi,Slashdot.org,english
cryptography,"Blockchain, NFTs and the New Standard for Identity and Security",Role of Blockchain and NFT in security and identity.,2022-01-04T17:19:00Z,Tanveer Zafar,newsApi,Entrepreneur,english
cryptography,"Pluton, Microsoft’s new security chip, will finally be put to the test",AMD becomes the first CPU maker to integrate the Microsoft-designed chip into its wares.,2022-01-04T22:15:27Z,Dan Goodin,newsApi,Ars Technica,english
cryptography,"The Quantum Threat To Cryptography: Don't Panic, But Prepare Now",​​Current public-key cryptography is expected to be broken by a large-scale quantum computer as soon as eight years from now.,2022-01-11T14:30:00Z,"Mike Brown, Forbes Councils Member, 
 Mike Brown, Forbes Councils Member
 https://www.forbes.com/sites/forbestechcouncil/people/mikebrown/",newsApi,Forbes,english
cryptography,Crypto Mining and Energy Subsidies,"Gas, coal, and electricity prices are the highest
[https://www.iea.org/commentaries/what-is-behind-soaring-energy-prices-and-what-happens-next] 
they’ve been in decades. This is turning into a problem
[https://en.wikipedia.org/wiki/2021_global_energy_crisis] …",2022-01-07T14:18:48Z,Cooper Smith,newsApi,Interneteconomist.com,english
cryptography,"Real Problems That Web3 Solves, Part 1",Comments,2022-01-04T17:28:01Z,https://billprin.com/about/,newsApi,Billprin.com,english
cryptography,Finding a Creature in Ethereum's Dark Forest,"Writing about crypto, technology, and philosophy.",2021-12-28T18:14:57Z,Robert Miller,newsApi,Bertcmiller.com,english
cryptography,How To Ensure IoT Security Through Blockchain,"Blockchain technology has changed the trend of maintaining security. It increases the automation level and ensures a secure data transmitting process. There are many ways to secure IoT devices, like, biometrics, two-factor authentication, password, etc. The b…",2021-12-28T15:00:45Z,Ankit Patel,newsApi,ReadWrite,english
cryptography,What you need to know about how cryptography impacts your security strategy,"Taurus SA Co-founder and Chief Security Officer Jean-Philippe “JP” Aumasson shares how the discipline of cryptography will impact cybersecurity strategy.
The post What you need to know about how cryptography impacts your security strategy appeared first on Mi…",2022-01-04T17:00:00Z,Pooja Parab,newsApi,Microsoft.com,english
cryptography,网络数字身份认证术,"这篇文章是《HTTP API 认证授权术》的姊妹篇，在那篇文章中，主要介绍了 HTTP API 认证和授权技术中用到的 HTTP Basic, Digest A...
 Read More Read More
The post 网络数字身份认证术 first appeared on 酷 壳 - CoolShell.",2022-01-02T08:38:13Z,陈皓,newsApi,Coolshell.cn,english
cryptography,On Web3 Infrastructure,"In recent months, there has been a resurgence in the usage of the term “web3”: a nebulous term that (like it or hate it) has suddenly become a banner for much of the innovation happening in the space of blockchain and distributed ledger technology. The term h…",2022-01-09T05:31:38Z,,newsApi,Mirror.xyz,english
cryptography,【Web 3.0 必讀書單 1】Github 上就讀得到！一本書讓你搞懂區塊鏈、加密貨幣在做什麼？,"在 Google 2021 年快速竄升的「什麼」關鍵字中，元宇宙與 NFT 便佔據了第四、五名，可以想見這些新興的專有名詞逐漸為人所知，甚至可能有人開始對其內容產生興趣、加入區塊鏈技術的領域。 和 F[...]
The post 【Web 3.0 必讀書單 1】Github 上就讀得到！一本書讓你搞懂區塊鏈、加密貨幣在做什麼？ appeared first on TechOrange 科技報橘.",2021-12-27T10:03:10Z,TO 創新嗜讀,newsApi,Buzzorange.com,english
cryptography,AVX-Optimized SM3 Hashing For The Linux Kernel Nets Up To 38% Improvement,An Alibaba engineer is proposing a standalone SM3 crypto library within the Linux kernel and with optimizations for x86_64 AVX usage nets up to a 38% performance improvement for this crypto algorithm...,2021-12-20T10:06:00Z,,newsApi,Phoronix,english
cryptography,A $291.9 Million Global Opportunity for Quantum Cryptography by 2026 - New Research from StrategyR,"A new market study published by Global Industry Analysts Inc., (GIA) the premier market research company, today released its report titled ""Quantum...",2022-01-04T15:10:00Z,PR Newswire,newsApi,Yahoo Entertainment,english
cryptography,Realme Buds Air 3 : on en sait plus sur les successeurs des meilleurs écouteurs pas cher,"Le leaker OnLeaks a publié sur Twitter les caractéristiques des futurs Realme Buds Air 3. L’an dernier, Realme avait réussi à créer la surprise avec ses écouteurs sans fil Realme Buds Air 2. Lancés à moins de 50 euros, ces écouteurs proposaient non seulement un son riche et équilibré, mais également une réduction de bruit active plus […]",2022-01-18 09:46:46,['Geoffroy Husson'],news Data API,frandroid,english
cryptography,"What I Rent: Grace and Nick, £1,500 a month for a two-bedroom house in South Norwood, London","'I know people who pay a lot more for less space, and no garden, so I think we’ve got a good deal.'",2022-01-18 09:45:00,['Ellen Scott'],news Data API,metro,english
cryptography,"Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle”","Il noto giornalista si racconta al Corriere e parla della malattia, dei progetti futuri e del calcio moderno: ""Senza dubbio il calcio si è inaridito. Appartengo a una generazione di giornalisti che ha potuto incontrare i campioni: ora è tutto più filtrato. Anche se questa estate il nostro sport ci ha dato delle emozioni straordinarie, insospettabili. Uno di questi è stato Roberto Mancini, che è riuscito a volare alto prescindendo dai campioni, giocando sul fare squadra e fare amicizia"" L'articolo Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle” proviene da Il Fatto Quotidiano.",2022-01-18 09:44:07,['F. Q.'],news Data API,ilfattoquotidiano,english
cryptography,Ven afectación a consumidores con reforma eléctrica,"En el primer día de discusión por la iniciativa presidencial, expertos advirtieron riesgos en el suministro de energía.",2022-01-18 09:41:41,['Ana Martínez'],news Data API,elfinanciero,english
cryptography,"Vicky Pattison on her ‘regrets’ after wild rise to fame: ‘I haven’t absolved myself for everything, but I’m working on it’",It's a 'hug in pages'.,2022-01-18 09:41:07,['Vicki-Marie Cossar'],news Data API,metro,english
cryptography,"Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata”","57 anni e leader del gruppo Asonance, ha preso il Covid intenzionalmente per non doversi vaccinare e ha anche suggerito ai fan di fare la stessa cosa. L'artista ceca è appasa soddisfatta della sua scelta negli ultimi post su Facebook: ""La vita è qui per me e anche per te"" L'articolo Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata” proviene da Il Fatto Quotidiano.",2022-01-18 09:37:41,['F. Q.'],news Data API,ilfattoquotidiano,english
cryptography,Brilliant iPhone trick you need to know – and it’s great for anyone who texts,"YOUR iPhone has a clever feature that’s great for anyone who regularly misses notifications. So if you’re a serial textaholic, it’s probably one you’ll want to learn. Apple notifications can be easily missed, especially as many of us have sound and vibration switched off. But there’s another option buried deep in iPhone settings to help […]",2022-01-18 09:32:48,['Sean Keach'],news Data API,thesun,english
cryptography,John Lennon’s son Julian supports iconic Beatles song used in NHS mental health campaign,'I think Help! is one of the most honest songs Dad ever wrote...',2022-01-18 09:30:59,['lowenna-waters'],news Data API,metro,english
cryptography,Report: Manager doesn’t want his player to join Tottenham Hotspur now,Fabrizio Romano has reported on Twitter that Wolverhampton Wanderers manager Bruno Lage does not want Adama Traore to join Antonio Conte’s Tottenham Hotspur in the... The post Report: Manager doesn’t want his player to join Tottenham Hotspur now appeared first on HITC.,2022-01-18 09:30:00,['Subhankar Mondal'],news Data API,hitc,english
cryptography,Japan ready to expand virus restrictions as infections surge,Japan's government is preparing social restrictions in Tokyo and other regions as the omicron variant of the coronavirus infects more people.,2022-01-18 09:29:42,['The Associated Press'],news Data API,ctvnews_vancouverisland,english
